p_val,avg_log2FC,pct.1,pct.2,p_val_adj
0.000410321044818643,-0.24683752765659,0.914,1,1
0.000410321044818643,-0.312571615134637,0.914,1,1
0.000410453497770774,-0.231678276208375,0.429,0.9,1
0.000410560819507752,-0.378368526356854,0.971,1,1
0.000410560819507752,0.967768880962162,1,1,1
0.000410560819507752,-0.432939890718769,1,1,1
0.000410560819507752,-0.250211873222898,1,1,1
0.000410560819507752,0.281275874436359,1,1,1
0.000410560819507752,-0.270778624323969,1,1,1
0.000410560819507752,0.305432029869027,1,1,1
0.000410560819507752,-0.30403350819852,1,1,1
0.000410560819507752,-0.271539253402465,1,1,1
0.000410560819507752,0.239635254849561,1,1,1
0.000410560819507752,0.712808009303352,1,1,1
0.000410560819507752,-0.432326245148249,1,1,1
0.000410878032261946,-0.250274987241622,0.8,0.9,1
0.000414245240937012,-0.230630825489402,0.286,0.667,1
0.000424023038176587,-0.240872006175783,0.571,0.9,1
0.000431228941380541,-0.253644595652077,0.914,1,1
0.000431228941380541,-0.244859055695001,0.914,1,1
0.00043141660365036,-0.273307853401217,0.943,1,1
0.000431479170579593,0.104575538810332,0.971,1,1
0.000431479170579593,-0.445504124440431,0.971,1,1
0.000431479170579593,-0.384372510741896,1,1,1
0.000431479170579593,-0.485206661291031,1,1,1
0.000431479170579593,-0.391124234711803,1,1,1
0.000431479170579593,0.386844834009298,1,1,1
0.000431479170579593,0.163674684781795,1,1,1
0.000442243678266142,-0.274556397219563,0.971,0.967,1
0.000451108296324664,-0.275408404636459,0.829,1,1
0.000452084851215174,-0.367865382388474,0.886,0.967,1
0.000453389243754075,-0.300671293611711,0.971,1,1
0.000453389243754075,-0.587486857200921,1,1,1
0.000453389243754075,-0.366358123802095,1,1,1
0.000453389243754075,-0.367197017422539,1,1,1
0.000453389243754075,-0.288467334598386,1,1,1
0.000453389243754075,-0.500901127454517,1,1,1
0.000453389243754075,-0.4178397139378,1,1,1
0.000453389243754075,-0.312481799280007,1,1,1
0.000453389243754075,0.46059890714567,1,1,1
0.000453389243754075,-0.477999455862002,1,1,1
0.000453389243754075,-0.328205931940858,1,1,1
0.000453389243754075,-0.271689356953316,1,1,1
0.000453389243754075,-0.352221201577055,1,1,1
0.000453818372595445,-0.242709172711255,0.743,0.967,1
0.000457274893001932,-0.243332540932777,0.686,0.9,1
0.000465189454937962,-0.253084626247057,0.771,0.933,1
0.000474973315080102,-0.301257695551031,0.886,0.967,1
0.00047633408235494,-0.304492527252505,1,1,1
0.00047633408235494,-0.211472662998417,1,1,1
0.00047633408235494,-0.46225416724809,1,1,1
0.00047633408235494,0.116589377549162,1,1,1
0.00047633408235494,0.364321964661272,1,1,1
0.00047633408235494,-0.614512552517243,1,1,1
0.00047633408235494,-0.203316408735409,1,1,1
0.00047633408235494,-0.353805273854468,1,1,1
0.00047633408235494,-0.317678396717429,1,1,1
0.00047633408235494,-0.377296983679186,1,1,1
0.00047633408235494,0.142613720907186,1,1,1
0.000491884870598131,-0.240534832281307,0.743,1,1
0.000497876454264355,-0.271713474032548,0.829,1,1
0.00049893908326665,-0.29799242947264,0.857,1,1
0.000499648385967616,-0.267588441186419,0.886,1,1
0.000500287362954872,-0.304306342651945,0.943,1,1
0.000500358395763561,-0.286658493599322,0.971,1,1
0.000500358395763561,-0.290203777669537,1,1,1
0.000500358395763561,-0.335802984880348,1,1,1
0.000500358395763561,-0.324579240883271,1,1,1
0.000500358395763561,0.130936364101028,1,1,1
0.000500358395763561,-0.409252241986385,1,1,1
0.000500358395763561,0.375970911142612,1,1,1
0.000500358395763561,-0.280222236323858,1,1,1
0.000500358395763561,-0.329332509992942,1,1,1
0.000500358395763561,-0.334755673389423,1,1,1
0.000521371689774691,-0.281301448197638,0.829,0.967,1
0.000524028515165102,-0.251471150067096,0.857,1,1
0.000525508614182644,-0.302018265188832,0.971,1,1
0.000525508614182644,-0.366438367600924,0.971,1,1
0.000525508614182644,0.477461917018935,1,1,1
0.000525508614182644,0.264718565873205,1,1,1
0.000525508614182644,0.255835531613157,1,1,1
0.000525508614182644,-0.186780466316901,1,1,1
0.000525508614182644,-0.255697804595188,1,1,1
0.000525508614182644,-0.264597652250258,1,1,1
0.000525508614182644,0.392347081879712,1,1,1
0.000525508614182644,1.002755828275,1,1,1
0.000525508614182644,-0.603161121338207,1,1,1
0.000525508614182644,-0.55977413550444,1,1,1
0.000525508614182644,-0.247864156878765,1,1,1
0.000525508614182644,-0.348729920375365,1,1,1
0.000525508614182644,-0.264989727754627,1,1,1
0.00053921019671987,-0.232984154055989,0.229,0.667,1
0.000551060968356401,-0.269505141094609,0.886,1,1
0.000551832944756655,-0.250183746835326,0.971,1,1
0.000551832944756655,0.397076990794734,1,1,1
0.000551832944756655,-0.365738075864055,1,1,1
0.000551832944756655,-0.294276918948119,1,1,1
0.000551832944756655,0.333434169830608,1,1,1
0.000551832944756655,-0.596143588518954,1,1,1
0.000551832944756655,-0.271547713153341,1,1,1
0.000551832944756655,-0.28763073116549,1,1,1
0.000551832944756655,0.323766809343847,1,1,1
0.000551832944756655,0.198702443865805,1,1,1
0.000551832944756655,-0.431927486651969,1,1,1
0.000551832944756655,0.171870673678704,1,1,1
0.000551832944756655,-0.409280031281831,1,1,1
0.000551832944756655,-0.393687401513565,1,1,1
0.000551832944756655,-0.427760130325721,1,1,1
0.000551832944756655,-0.203425200687492,1,1,1
0.000562462702454745,-0.232400075122036,0.6,0.967,1
0.000564662763963399,-0.148189446702419,0.971,0.9,1
0.000576568265225128,-0.312687968844849,0.829,1,1
0.000579300920804709,-0.261371910650585,0.943,1,1
0.000579381429062963,-0.345261347430383,0.971,1,1
0.000579381429062963,-0.350402880402172,0.971,1,1
0.000579381429062963,-0.171331851444259,1,1,1
0.000579381429062963,-0.436691658423294,1,1,1
0.000579381429062963,0.2067048948394,1,1,1
0.000579381429062963,0.365181468062425,1,1,1
0.000579381429062963,0.152201681248106,1,1,1
0.000579381429062963,-0.416662090535,1,1,1
0.000579381429062963,-0.257381667212535,1,1,1
0.000579381429062963,0.755296090023677,1,1,1
0.000579381429062963,-0.385910205577034,1,1,1
0.000581146660966998,-0.212342625859555,0.6,0.167,1
0.00059819419839999,-0.232034514667717,0.771,0.967,1
0.000607870417222723,-0.353055130980124,0.914,1,1
0.00060812209376184,-0.161740764385708,0.943,1,1
0.000608206001986909,0.127568022171846,1,0.967,1
0.000608206001986909,-0.387587110269503,0.971,1,1
0.000608206001986909,0.343665166434613,1,1,1
0.000608206001986909,0.494477141453939,1,1,1
0.000608206001986909,0.435774160736923,1,1,1
0.000608206001986909,-0.376117327122219,1,1,1
0.000608206001986909,0.233399770821103,1,1,1
0.000608206001986909,-0.366657931135799,1,1,1
0.000608206001986909,-0.681904004569496,1,1,1
0.000608206001986909,-0.153476304408471,1,1,1
0.000608206001986909,-0.557115293441498,1,1,1
0.000608206001986909,-0.262738882747604,1,1,1
0.000608206001986909,0.25346131518404,1,1,1
0.000608206001986909,0.133775543015839,1,1,1
0.000619980305953952,-0.228052237896208,0.114,0.5,1
0.000620036018491614,-0.230089462325722,0.314,0.7,1
0.000631044792357085,-0.23965093802966,0.771,1,1
0.000638273116646767,-0.262388513609896,0.943,1,1
0.000638273116646767,-0.457220555272793,0.943,1,1
0.000638273116646767,-0.31159066877587,0.943,1,1
0.000638360551993104,-0.159520617829223,1,1,1
0.000638360551993104,-0.251804568665968,1,1,1
0.000638360551993104,-0.435426544785547,1,1,1
0.000638360551993104,-0.170659152920609,1,1,1
0.000638360551993104,-0.315291692819943,1,1,1
0.000638360551993104,-0.374580742794186,1,1,1
0.000638360551993104,-0.300985791819688,1,1,1
0.000638360551993104,-0.513340552414515,1,1,1
0.000638360551993104,-0.352700223770031,1,1,1
0.000638360551993104,-0.290322363395653,1,1,1
0.000638360551993104,-0.217916720194808,1,1,1
0.000639341478337291,-0.242528502466446,0.743,0.967,1
0.000650065269804962,-0.266741457904934,0.743,0.933,1
0.000669809889200925,-0.27078266218755,0.943,1,1
0.0006699009828044,-0.302531537903372,1,0.967,1
0.0006699009828044,-0.279864312180822,0.971,1,1
0.0006699009828044,-0.279577360439427,0.971,1,1
0.0006699009828044,-0.265099343617385,0.971,1,1
0.0006699009828044,-0.195078799460329,1,1,1
0.0006699009828044,-0.264817580686969,1,1,1
0.0006699009828044,-0.149655626522243,1,1,1
0.0006699009828044,-0.434269767472909,1,1,1
0.0006699009828044,-0.226865562649464,1,1,1
0.0006699009828044,-0.599922686784889,1,1,1
0.0006699009828044,0.240662895852407,1,1,1
0.0006699009828044,-0.558691996780242,1,1,1
0.0006699009828044,0.185118912817504,1,1,1
0.0006699009828044,-0.50865299847745,1,1,1
0.0006699009828044,-0.25863696290792,1,1,1
0.0006699009828044,-0.253837311295871,1,1,1
0.0006699009828044,-0.774462674064905,1,1,1
0.0006699009828044,0.450497219996372,1,1,1
0.0006699009828044,-0.255523804640516,1,1,1
0.0006699009828044,-0.493997981174902,1,1,1
0.0006699009828044,-0.352289830173178,1,1,1
0.0006699009828044,-0.328951953740816,1,1,1
0.0006699009828044,0.29875127975943,1,1,1
0.0006699009828044,0.340972826664346,1,1,1
0.0006699009828044,0.120751946002352,1,1,1
0.0006699009828044,-0.339816914960139,1,1,1
0.000693340762920514,-0.251300312948768,0.714,0.867,1
0.000701783943252546,-0.196039982903312,0.829,0.467,1
0.000701936801491589,-0.25947374302778,0.886,1,1
0.000701998890440763,-0.336484804794231,0.657,0.967,1
0.000702505780987715,-0.278872936762018,0.914,1,1
0.000702790389430994,-0.313874772545246,0.943,1,1
0.000702790389430994,-0.295261522909359,0.943,1,1
0.000702790389430994,-0.263855694336819,0.943,1,1
0.000702885276498981,-0.330107143394242,0.971,1,1
0.000702885276498981,-0.323143829975505,0.971,1,1
0.000702885276498981,0.622226797144731,1,1,1
0.000702885276498981,-0.485069436667143,1,1,1
0.000702885276498981,-0.57003353964414,1,1,1
0.000702885276498981,-0.21312917127379,1,1,1
0.000702885276498981,-0.532435875200221,1,1,1
0.000702885276498981,-0.664488978670023,1,1,1
0.000702885276498981,-0.326728039766321,1,1,1
0.000702885276498981,-0.31384633202402,1,1,1
0.000702885276498981,-0.582606107521407,1,1,1
0.000702885276498981,-0.436517032790292,1,1,1
0.000702885276498981,-0.464772516173476,1,1,1
0.000702885276498981,-0.243303105899125,1,1,1
0.000702885276498981,-0.573424197683294,1,1,1
0.000702885276498981,-0.582249650391827,1,1,1
0.000702885276498981,0.10208354573196,1,1,1
0.000702885276498981,-0.399612958634818,1,1,1
0.000702885276498981,-0.459363922291591,1,1,1
0.000702885276498981,-0.316685384440603,1,1,1
0.000702885276498981,-0.281202252836394,1,1,1
0.000707417385805836,-0.229477359359036,0.257,0.667,1
0.000726734340069906,-0.238166933388468,0.686,0.967,1
0.00073727473813301,-0.195619061868848,0.943,1,1
0.00073727473813301,-0.248967063132808,0.943,1,1
0.000737373558035009,-0.2872049662674,0.971,1,1
0.000737373558035009,-0.366100304488444,1,1,1
0.000737373558035009,-0.21464745472477,1,1,1
0.000737373558035009,-0.284254306585709,1,1,1
0.000737373558035009,0.286771164969509,1,1,1
0.000737373558035009,-0.359799407160132,1,1,1
0.000737373558035009,-0.475543611028469,1,1,1
0.000737373558035009,-0.270648871861798,1,1,1
0.000737373558035009,-0.3058566518067,1,1,1
0.000737373558035009,-0.297917185835993,1,1,1
0.000737373558035009,-0.21927427746379,1,1,1
0.000737373558035009,-0.230122610819151,1,1,1
0.000737373558035009,-0.189603883051504,1,1,1
0.000737373558035009,0.162612562407582,1,1,1
